feature_name,feature_group
aligned_embedding_172,aligned_embedding
aligned_embedding_173,aligned_embedding
aligned_embedding_174,aligned_embedding
aligned_embedding_175,aligned_embedding
aligned_embedding_176,aligned_embedding
aligned_embedding_177,aligned_embedding
aligned_embedding_178,aligned_embedding
aligned_embedding_179,aligned_embedding
aligned_embedding_180,aligned_embedding
aligned_embedding_181,aligned_embedding
aligned_embedding_182,aligned_embedding
aligned_embedding_183,aligned_embedding
aligned_embedding_184,aligned_embedding
aligned_embedding_185,aligned_embedding
aligned_embedding_186,aligned_embedding
aligned_embedding_187,aligned_embedding
aligned_embedding_188,aligned_embedding
aligned_embedding_189,aligned_embedding
aligned_embedding_190,aligned_embedding
aligned_embedding_191,aligned_embedding
aligned_embedding_192,aligned_embedding
aligned_embedding_193,aligned_embedding
aligned_embedding_194,aligned_embedding
aligned_embedding_195,aligned_embedding
aligned_embedding_196,aligned_embedding
aligned_embedding_197,aligned_embedding
aligned_embedding_198,aligned_embedding
aligned_embedding_199,aligned_embedding
aligned_embedding_200,aligned_embedding
aligned_embedding_201,aligned_embedding
aligned_embedding_202,aligned_embedding
aligned_embedding_203,aligned_embedding
aligned_embedding_204,aligned_embedding
aligned_embedding_205,aligned_embedding
aligned_embedding_206,aligned_embedding
aligned_embedding_207,aligned_embedding
aligned_embedding_208,aligned_embedding
aligned_embedding_209,aligned_embedding
aligned_embedding_210,aligned_embedding
aligned_embedding_211,aligned_embedding
aligned_embedding_212,aligned_embedding
aligned_embedding_213,aligned_embedding
aligned_embedding_214,aligned_embedding
aligned_embedding_215,aligned_embedding
aligned_embedding_216,aligned_embedding
aligned_embedding_217,aligned_embedding
aligned_embedding_218,aligned_embedding
aligned_embedding_219,aligned_embedding
aligned_embedding_220,aligned_embedding
aligned_embedding_221,aligned_embedding
aligned_embedding_222,aligned_embedding
aligned_embedding_223,aligned_embedding
aligned_embedding_224,aligned_embedding
aligned_embedding_225,aligned_embedding
aligned_embedding_226,aligned_embedding
aligned_embedding_227,aligned_embedding
aligned_embedding_228,aligned_embedding
aligned_embedding_229,aligned_embedding
aligned_embedding_230,aligned_embedding
aligned_embedding_231,aligned_embedding
aligned_embedding_232,aligned_embedding
aligned_embedding_233,aligned_embedding
aligned_embedding_234,aligned_embedding
aligned_embedding_235,aligned_embedding
aligned_embedding_236,aligned_embedding
aligned_embedding_237,aligned_embedding
aligned_embedding_238,aligned_embedding
aligned_embedding_239,aligned_embedding
aligned_embedding_240,aligned_embedding
aligned_embedding_241,aligned_embedding
aligned_embedding_242,aligned_embedding
aligned_embedding_243,aligned_embedding
aligned_embedding_244,aligned_embedding
aligned_embedding_245,aligned_embedding
aligned_embedding_246,aligned_embedding
aligned_embedding_247,aligned_embedding
aligned_embedding_248,aligned_embedding
aligned_embedding_249,aligned_embedding
aligned_embedding_250,aligned_embedding
aligned_embedding_251,aligned_embedding
aligned_embedding_252,aligned_embedding
aligned_embedding_253,aligned_embedding
aligned_embedding_254,aligned_embedding
aligned_embedding_255,aligned_embedding
dbp__last__mean,structured
dbp__max__mean,structured
dbp__mean__mean,structured
dbp__min__mean,structured
glucose_chart__last__mean,structured
glucose_chart__max__mean,structured
glucose_chart__mean__mean,structured
glucose_chart__min__mean,structured
heart_rate__last__mean,structured
heart_rate__max__mean,structured
heart_rate__mean__mean,structured
heart_rate__min__mean,structured
map__last__mean,structured
map__max__mean,structured
map__mean__mean,structured
map__min__mean,structured
respiratory_rate__last__mean,structured
respiratory_rate__max__mean,structured
respiratory_rate__mean__mean,structured
respiratory_rate__min__mean,structured
sbp__last__mean,structured
sbp__max__mean,structured
sbp__mean__mean,structured
sbp__min__mean,structured
spo2__last__mean,structured
spo2__max__mean,structured
spo2__mean__mean,structured
spo2__min__mean,structured
temperature_c__last__mean,structured
temperature_c__max__mean,structured
temperature_c__mean__mean,structured
temperature_c__min__mean,structured
dbp__last__min,structured
dbp__max__min,structured
dbp__mean__min,structured
dbp__min__min,structured
glucose_chart__last__min,structured
glucose_chart__max__min,structured
glucose_chart__mean__min,structured
glucose_chart__min__min,structured
heart_rate__last__min,structured
heart_rate__max__min,structured
heart_rate__mean__min,structured
heart_rate__min__min,structured
map__last__min,structured
map__max__min,structured
map__mean__min,structured
map__min__min,structured
respiratory_rate__last__min,structured
respiratory_rate__max__min,structured
respiratory_rate__mean__min,structured
respiratory_rate__min__min,structured
sbp__last__min,structured
sbp__max__min,structured
sbp__mean__min,structured
sbp__min__min,structured
spo2__last__min,structured
spo2__max__min,structured
spo2__mean__min,structured
spo2__min__min,structured
temperature_c__last__min,structured
temperature_c__max__min,structured
temperature_c__mean__min,structured
temperature_c__min__min,structured
dbp__last__max,structured
dbp__max__max,structured
dbp__mean__max,structured
dbp__min__max,structured
glucose_chart__last__max,structured
glucose_chart__max__max,structured
glucose_chart__mean__max,structured
glucose_chart__min__max,structured
heart_rate__last__max,structured
heart_rate__max__max,structured
heart_rate__mean__max,structured
heart_rate__min__max,structured
map__last__max,structured
map__max__max,structured
map__mean__max,structured
map__min__max,structured
respiratory_rate__last__max,structured
respiratory_rate__max__max,structured
respiratory_rate__mean__max,structured
respiratory_rate__min__max,structured
sbp__last__max,structured
sbp__max__max,structured
sbp__mean__max,structured
sbp__min__max,structured
spo2__last__max,structured
spo2__max__max,structured
spo2__mean__max,structured
spo2__min__max,structured
temperature_c__last__max,structured
temperature_c__max__max,structured
temperature_c__mean__max,structured
temperature_c__min__max,structured
dbp__last__last,structured
dbp__max__last,structured
dbp__mean__last,structured
dbp__min__last,structured
glucose_chart__last__last,structured
glucose_chart__max__last,structured
glucose_chart__mean__last,structured
glucose_chart__min__last,structured
heart_rate__last__last,structured
heart_rate__max__last,structured
heart_rate__mean__last,structured
heart_rate__min__last,structured
map__last__last,structured
map__max__last,structured
map__mean__last,structured
map__min__last,structured
respiratory_rate__last__last,structured
respiratory_rate__max__last,structured
respiratory_rate__mean__last,structured
respiratory_rate__min__last,structured
sbp__last__last,structured
sbp__max__last,structured
sbp__mean__last,structured
sbp__min__last,structured
spo2__last__last,structured
spo2__max__last,structured
spo2__mean__last,structured
spo2__min__last,structured
temperature_c__last__last,structured
temperature_c__max__last,structured
temperature_c__mean__last,structured
temperature_c__min__last,structured
dbp__last__missing_rate,structured
dbp__max__missing_rate,structured
dbp__mean__missing_rate,structured
dbp__min__missing_rate,structured
glucose_chart__last__missing_rate,structured
glucose_chart__max__missing_rate,structured
glucose_chart__mean__missing_rate,structured
glucose_chart__min__missing_rate,structured
heart_rate__last__missing_rate,structured
heart_rate__max__missing_rate,structured
heart_rate__mean__missing_rate,structured
heart_rate__min__missing_rate,structured
map__last__missing_rate,structured
map__max__missing_rate,structured
map__mean__missing_rate,structured
map__min__missing_rate,structured
respiratory_rate__last__missing_rate,structured
respiratory_rate__max__missing_rate,structured
respiratory_rate__mean__missing_rate,structured
respiratory_rate__min__missing_rate,structured
sbp__last__missing_rate,structured
sbp__max__missing_rate,structured
sbp__mean__missing_rate,structured
sbp__min__missing_rate,structured
spo2__last__missing_rate,structured
spo2__max__missing_rate,structured
spo2__mean__missing_rate,structured
spo2__min__missing_rate,structured
temperature_c__last__missing_rate,structured
temperature_c__max__missing_rate,structured
temperature_c__mean__missing_rate,structured
temperature_c__min__missing_rate,structured
note_window_count,note_metadata
note_total_count,note_metadata
note_mean_count_per_window,note_metadata
note_max_count_per_window,note_metadata
note_closest_window_index,note_metadata
note_oldest_window_index,note_metadata
note_closest_recency_hours,note_metadata
note_oldest_recency_hours,note_metadata
category_window_physician,note_metadata
category_note_physician,note_metadata
category_window_nursing,note_metadata
category_note_nursing,note_metadata
category_window_radiology,note_metadata
category_note_radiology,note_metadata
